partner_name,advertiser_id,status,category,commission_min,commission_max,lead_min,lead_max,epc,conversion_rate,approval_rate,payment_status,average_payment_time,fit_score,risk_level,priority,recommended_tarvyo24_page,recommendation,reason
ellesse DE,19149,amber,Clothing,6,6,0,0,0.02,1.89685,84.21,amber,115,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 84.21%; Provision bis 6%
Mein Schiff,9127,amber,Cruises/Ferries,2,2,0,0,0.44,0.157875,67.62,amber,396,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.44; Bestätigung 67.62%; Provision bis 2%
HRS DE & AT,15152,amber,Hotels & Accommodation,0,6,0,0,0.24,0.00474518,69.98,amber,395,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.24; Bestätigung 69.98%; Provision bis 6%
Europapark DE/AT,55355,amber,Tourism & Attractions,0,0,0,0,0.44,3.45648,51.72,amber,89,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.44; Bestätigung 51.72%
VLUV DE,81329,green,Furniture & Soft Furnishings,0,0,0,0,0.37,5.7017,92.80,green,79,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.37; Bestätigung 92.8%
Biker-Zone Motorradbekleidung DE,113882,amber,Sports Equipment,0,0,0,0,0.00,0.0666658,63.64,amber,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 63.64%
tesa DE,117567,amber,Home & Garden,0,0,0,0,0.27,8.21098,99.03,amber,114,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.27; Bestätigung 99.03%
SharkNinja DE,19810,green,Home & Garden,5,5,0,0,4.02,45.7146,63.02,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 4.02; Bestätigung 63.02%; Provision bis 5%
Maxinutrition DE,15651,amber,Health & Beauty,8,8,0,0,0.20,4.91009,79.61,amber,88,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 79.61%; Provision bis 8%
vinos DE,14587,amber,"Wine, Spirits & Tobacco",8,8,0,0,0.30,4.80752,56.37,amber,29,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.3; Bestätigung 56.37%; Provision bis 8%
D Franklin DE/AT,121164,amber,Clothing,0,0,0,0,0.10,2.26108,28.57,amber,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 28.57%
Bajabikes DE,17478,green,Tourism & Attractions,6,6,0,0,0.04,2.57719,100.00,green,79,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 100%; Provision bis 6%
LOWA DE,122662,amber,Shoes,0,0,0,0,0.11,2.10101,55.41,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 55.41%
Bears with Benefits DE,109766,amber,Health & Beauty,0,0,0,0,0.65,9.82812,43.75,amber,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.65; Bestätigung 43.75%
50 ml DE,85743,amber,Health & Beauty,0,0,0,0,0.07,1.57504,44.42,amber,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 44.42%
konfetti DE,31804,green,Tickets,0,0,0,0,0.13,0.440675,34.04,green,34,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 34.04%
BootsschuleX,126571,amber,"Education, Training & Recruitment",0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Stikets DE,127109,amber,Baby & Toddler,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
HolistikPlus DE,116521,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Horizon Hobby DE,120287,amber,Gadgets,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Kuhn Rikon DE,125094,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Alb Filter,125002,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Medik8 DE,125442,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
HiBike DE,126123,amber,Sports Equipment,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Cloudpillo DE,124536,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
idee+spiel DE,75052,amber,Toys & Games,0,0,0,0,0.09,1.75871,93.46,amber,66,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.09; Bestätigung 93.46%
Einfach-Sparsam DE,113830,green,Lead Gen,0,0,0,0,0.01,1.0624,100.00,green,23,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 100%
Hawesko DE,14179,amber,"Wine, Spirits & Tobacco",5,8,0,0,0.72,7.10655,99.88,amber,49,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.72; Bestätigung 99.88%; Provision bis 8%
Sodapop DE,42806,amber,FMCG,0,0,0,0,0.29,5.52438,97.94,amber,61,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.29; Bestätigung 97.94%
TTW Offroad DE,127219,amber,Sportswear,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Omidi DE,128359,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Freikopf DE,101479,amber,FMCG,0,0,0,0,0.87,13.7228,100.00,amber,95,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.87; Bestätigung 100%
Modivo DE,24270,amber,Clothing,0,0,0,0,0.04,0.760932,56.93,amber,108,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 56.93%
Heimwerkertools DE,37928,amber,Home & Garden,0,0,0,0,0.05,1.89838,56.85,amber,61,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 56.85%
Bugaboo DE,18076,green,Baby & Toddler,6,6,0,0,2.65,11.7949,86.84,green,63,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 2.65; Bestätigung 86.84%; Provision bis 6%
TUI Magic Life DE,15933,amber,Travel Agencies,4,4,0,0,0.15,0.285621,91.67,amber,279,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 91.67%; Provision bis 4%
Kauf-Unique.de,10983,amber,Home & Garden,7,7,0,0,0.34,1.29746,44.80,amber,54,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.34; Bestätigung 44.8%; Provision bis 7%
AIRTUNE GmbH,24948,green,Automotive,0,0,0,0,0.13,0.887574,100.00,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 100%
Monbento.com,17531,green,Furniture & Soft Furnishings,9,9,0,0,0.24,8.89944,90.00,green,27,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.24; Bestätigung 90%; Provision bis 9%
meinbildkalender DE,14890,green,Photos & Print Services,5,10,0,0,0.03,0.959131,100.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 100%; Provision bis 10%
Black Chili Messer DE,23176,green,Home & Garden,0,0,0,0,1.25,7.00758,87.50,green,83,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.25; Bestätigung 87.5%
Mylee DE,30913,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
PVC Streifen Shop GmbH,104553,amber,Business Services (B2B),0,0,0,0,4.51,22.5029,100.00,amber,40,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 4.51; Bestätigung 100%
Bueromoebel Experte DE,18695,green,Office Supplies,4,4,0,0,0.02,0.234989,57.80,green,49,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 57.8%; Provision bis 4%
Modyf DE / AT,11434,green,Clothing,3,8,0,0,0.12,9.22746,80.91,green,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.12; Bestätigung 80.91%; Provision bis 8%
Souleway DE,30043,green,Clothing Accessories,0,0,0,0,4.86,17.0748,100.00,green,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 4.86; Bestätigung 100%
Tirendo DE,13763,amber,Automotive,3,3,0,0,0.30,5.77391,81.30,amber,64,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.3; Bestätigung 81.3%; Provision bis 3%
Vitafy DE,14522,green,FMCG,8,10,0,0,0.01,1.69631,95.49,green,39,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 95.49%; Provision bis 10%
Cocunat DE,49405,amber,Health & Beauty,0,0,0,0,0.96,6.15556,33.33,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.96; Bestätigung 33.33%
Stylevana DE,25546,amber,Health & Beauty,0,0,0,0,0.20,2.3117,86.33,amber,102,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 86.33%
Fidelis DE+AT,116601,amber,Pets & Pet Care,0,0,0,0,0.25,9.32382,96.13,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.25; Bestätigung 96.13%
Piercingline DE,18471,amber,Jewellery,15,15,0,0,0.44,9.30528,96.70,amber,94,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.44; Bestätigung 96.7%; Provision bis 15%
Dress for Less DE,85793,amber,Clothing,0,0,0,0,0.02,0.130741,64.59,amber,164,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 64.59%
Trotec DACH,14288,amber,Home & Garden,5,5,0,0,0.10,1.24097,100.00,amber,116,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 100%; Provision bis 5%
AliExpress DE,10748,amber,Department Stores,2.6,8,40,40,0.04,3.50512,71.33,amber,131,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.04; Bestätigung 71.33%; Provision bis 8%; Lead bis 40€
Myprotein DE,10700,green,Health & Beauty,0,12,0,0,0.43,10.0118,95.48,green,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.43; Bestätigung 95.48%; Provision bis 12%
Luckyhemp DE,78156,green,Pharmaceuticals,0,0,0,0,0.53,3.32212,94.03,green,52,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.53; Bestätigung 94.03%
Roadsurfer DE/AT,76432,green,Car Rental,0,0,0,0,0.69,0.725953,100.00,green,427,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.69; Bestätigung 100%
TUI Cruises  Mein Schiff Int.,104581,amber,Cruises/Ferries,0,0,0,0,1.24,0.319489,63.10,amber,322,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.24; Bestätigung 63.1%
Lacoste DE,14381,amber,Clothing,5,5,0,0,0.28,3.90979,97.20,amber,126,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.28; Bestätigung 97.2%; Provision bis 5%
lululemon DE,57919,amber,Sportswear,0,0,0,0,0.21,1.52663,99.78,amber,118,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.21; Bestätigung 99.78%
Iron Taste Affiliate Program,128103,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
HolidayCheck DE+AT+CH,13877,green,Travel Agencies,0,5,6,50,0.14,0.38406,77.60,green,156,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.14; Bestätigung 77.6%; Provision bis 5%; Lead bis 50€
Defshop DE,11484,amber,Clothing,10,10,0,0,0.02,0.610043,76.96,amber,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 76.96%; Provision bis 10%
Sea Chefs DE,120125,amber,"Education, Training & Recruitment",0,0,0,0,0.02,0.630328,83.97,amber,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 83.97%
Bestcamper DE,116447,green,Car Rental,0,0,0,0,1.70,2.63158,50.00,green,196,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.7; Bestätigung 50%
Moby Lines DE,116835,amber,Cruises/Ferries,0,0,0,0,0.26,2.18577,75.32,amber,92,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.26; Bestätigung 75.32%
Midnightdeal DE,105513,amber,Travel Agencies,0,0,0,0,0.66,2,14.29,amber,31,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.66; Bestätigung 14.29%
FlixBus & FlixTrain DE,13945,amber,Coaches,0,0,1,1,0.07,0.505318,99.50,amber,121,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 99.5%; Lead bis 1€
Trek-Expert DE,71543,amber,Sportswear,0,0,0,0,0.09,3.67493,74.77,amber,97,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.09; Bestätigung 74.77%
compass24 DE,83605,amber,Sports Equipment,0,0,0,0,0.16,7.47736,80.35,amber,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 80.35%
l'tur FR,7223,amber,Hotels & Accommodation,6,8,0,0,0.91,2.17185,98.90,amber,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.91; Bestätigung 98.9%; Provision bis 8%; Region FR
SupplementHub - DE,127049,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Mr-Deko DE,14306,amber,Furniture & Soft Furnishings,6,6,0,0,1.31,2.68681,82.78,amber,30,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.31; Bestätigung 82.78%; Provision bis 6%
terrauno DE,124756,amber,Home & Garden,0,0,0,0,0.20,4.41479,86.69,amber,64,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 86.69%
Knuffelwuff DE,114938,green,Pets & Pet Care,0,0,0,0,0.32,6.11495,97.68,green,23,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.32; Bestätigung 97.68%
HAIX DE,123844,amber,-,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Kiko DE,10431,amber,Health & Beauty,11.5,11.5,0,0,0.36,4.56364,97.03,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.36; Bestätigung 97.03%; Provision bis 11.5%
Natur.com DE,15159,green,Green (Eco friendly),2,15,0,0,0.07,5.84236,45.00,green,63,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.07; Bestätigung 45%; Provision bis 15%
ArtPhotoLimited DE,29165,green,Photography,0,0,0,0,0.15,4.19049,95.88,green,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 95.88%
BRUBAKER DE,67954,amber,Department Stores,0,0,0,0,21.71,21.7647,100.00,amber,46,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 21.71; Bestätigung 100%
Berliner Kaffeeroesterei DE,25012,amber,FMCG,0,0,0,0,0.23,4.08303,89.37,amber,96,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.23; Bestätigung 89.37%
Traumpreisfabrik DE,57869,green,Department Stores,0,0,0,0,0.06,1.23016,100.00,green,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 100%
123Blumenversand DE,16023,amber,Gifts & Flowers,18,18,0,0,0.29,3.59375,64.36,amber,21,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.29; Bestätigung 64.36%; Provision bis 18%
timber-taste.de DE,25253,green,Gifts & Flowers,0,0,0,0,0.04,0.654134,16.22,green,33,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 16.22%
Hauptstadtkoffer DE,11799,green,Clothing Accessories,7,7,0,0,0.12,2.04028,92.70,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.12; Bestätigung 92.7%; Provision bis 7%
Geekom FR,97677,green,Computers,0,0,0,0,0.59,3.3615,100.00,green,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.59; Bestätigung 100%; Region US
BizzBox,127319,amber,Business Services (B2B),0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Region US
Leep Ring,124208,amber,Health & Beauty,0,0,0,0,1.61,7.60428,100.00,amber,70,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.61; Bestätigung 100%; Region GB
Alibaba EU,17943,amber,Department Stores,6,6,0,0,0.13,5.59875,79.76,amber,96,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.13; Bestätigung 79.76%; Provision bis 6%
Vevor Rest of Europe,118431,amber,Home & Garden,0,0,0,0,0.35,8.28904,79.13,amber,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.35; Bestätigung 79.13%
Zagg EU,114430,amber,Electronic Accessories,0,0,0,0,0.10,4.88636,98.89,amber,39,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.1; Bestätigung 98.89%; Region FR
WAU,124878,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Region GB
Qathu_International,126147,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Region IT
favibes,127805,amber,Erotic,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Region US
Water to Go Europe,107764,amber,Green (Eco friendly),0,0,0,0,0.10,2.43213,66.67,amber,94,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 66.67%; Region NL
Misciano Paris,117185,amber,Womenswear,0,0,0,0,0.82,50,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.82; Bestätigung 100%; Region FR
Willis Apparel,80020,green,Clothing,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Region US
Zotter Schokolade DACH,14396,green,FMCG,5,5,0,0,0.10,4.52631,98.77,green,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.1; Bestätigung 98.77%; Provision bis 5%
Intelmann DE,123696,amber,Home & Garden,0,0,0,0,1.00,17.2396,98.46,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1; Bestätigung 98.46%
Megabad DE,102421,amber,Home & Garden,0,0,0,0,1.30,5.5886,98.17,amber,101,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.3; Bestätigung 98.17%
Skinfox Sportwear DE,16386,green,Sportswear,3,3,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 3%
HelloFresh DE,10581,amber,FMCG,0,0,9,9,0.47,3.96706,98.39,amber,77,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.47; Bestätigung 98.39%; Lead bis 9€
FLSK DE,16086,amber,FMCG,8,8,0,0,0.01,0.828028,63.75,amber,154,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 63.75%; Provision bis 8%
RidersDeal DE,20700,green,Sports Equipment,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Autopflege.de,116141,amber,FMCG,0,0,0,0,0.15,2.05655,91.06,amber,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 91.06%
Asiafoodland - Ihr Asia Shop im Internet,15939,green,FMCG,10,10,0,0,0.29,7.33588,52.71,green,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.29; Bestätigung 52.71%; Provision bis 10%
Golf House DE,11593,amber,Sportswear,6,6,0,0,0.00,,0.00,amber,165,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 6%
Real Madrid DACH,21966,amber,Sportswear,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
RESTUBE,116839,amber,Sports Equipment,0,0,0,0,0.05,1.25741,97.10,amber,73,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 97.1%
Bonjour Drink DE,122144,amber,FMCG,0,0,0,0,0.03,5.2213,91.30,amber,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 91.3%
Pogo Design NL,8252,green,Home & Garden,8.4,8.4,0,0,0.11,1.44036,96.67,green,50,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 96.67%; Provision bis 8.4%; Region NL
OBI DE,9326,amber,Home & Garden,2,2,0,0,0.17,0.958415,89.28,amber,73,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 89.28%; Provision bis 2%
Sellpy DE,26107,green,Clothing,0,0,0,0,0.27,3.97684,100.00,green,31,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.27; Bestätigung 100%
VoiceMap,99601,amber,Tourism & Attractions,0,0,0,0,0.03,6.04894,78.70,amber,32,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 78.7%; Region US
SAVAIT,87257,amber,Clothing,0,0,0,0,0.03,0.116778,81.05,amber,108,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 81.05%; Region IT
